halqa_id,name,political_party,
NA-144,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-144,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-144,Hidayatullah Khan Afridi Advocate,Independent,61
NA-144,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-144,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-144,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-144,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-144,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-144,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-144,Pir Abdur Rehman,Independent,265
NA-144,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-144,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-144,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-145,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-145,Akram Khan,Independent,182
NA-145,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-145,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-145,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-145,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-145,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-145,Hidayatullah Khan Afridi Advocate,Independent,61
NA-145,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-145,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-145,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-145,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-145,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-145,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-145,Pir Abdur Rehman,Independent,265
NA-145,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-145,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-145,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-146,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-146,Akram Khan,Independent,182
NA-146,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-146,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-146,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-146,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-146,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-146,Hidayatullah Khan Afridi Advocate,Independent,61
NA-146,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-146,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-146,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-146,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-146,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-146,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-146,Pir Abdur Rehman,Independent,265
NA-146,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-146,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-146,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-147,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-147,Akram Khan,Independent,182
NA-147,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-147,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-147,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-147,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-147,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-147,Hidayatullah Khan Afridi Advocate,Independent,61
NA-147,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-147,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-147,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-147,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-147,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-147,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-147,Pir Abdur Rehman,Independent,265
NA-147,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-147,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-147,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-148,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-148,Akram Khan,Independent,182
NA-148,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-148,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-148,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-148,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-148,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-148,Hidayatullah Khan Afridi Advocate,Independent,61
NA-148,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-148,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-148,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-148,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-148,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-148,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-148,Pir Abdur Rehman,Independent,265
NA-148,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-148,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-148,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-149,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-149,Akram Khan,Independent,182
NA-149,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-149,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-149,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-149,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-149,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-149,Hidayatullah Khan Afridi Advocate,Independent,61
NA-149,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-149,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-149,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-149,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-149,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-149,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-149,Pir Abdur Rehman,Independent,265
NA-149,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-149,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-149,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-150,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-150,Akram Khan,Independent,182
NA-150,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-150,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-150,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-150,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-150,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-150,Hidayatullah Khan Afridi Advocate,Independent,61
NA-150,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-150,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-150,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-150,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-150,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-150,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-150,Pir Abdur Rehman,Independent,265
NA-150,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-150,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-150,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-151,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-151,Akram Khan,Independent,182
NA-151,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-151,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-151,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-151,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-151,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-151,Hidayatullah Khan Afridi Advocate,Independent,61
NA-151,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-151,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-151,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-151,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-151,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-151,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-151,Pir Abdur Rehman,Independent,265
NA-151,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-151,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-151,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-152,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-152,Akram Khan,Independent,182
NA-152,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-152,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-152,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-152,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-152,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-152,Hidayatullah Khan Afridi Advocate,Independent,61
NA-152,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-152,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-152,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-152,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-152,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-152,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-152,Pir Abdur Rehman,Independent,265
NA-152,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-152,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-152,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-153,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-153,Akram Khan,Independent,182
NA-153,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-153,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-153,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-153,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-153,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-153,Hidayatullah Khan Afridi Advocate,Independent,61
NA-153,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-153,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-153,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-153,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-153,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-153,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-153,Pir Abdur Rehman,Independent,265
NA-153,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-153,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-153,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-154,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-154,Akram Khan,Independent,182
NA-154,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-154,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-154,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-154,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-154,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-154,Hidayatullah Khan Afridi Advocate,Independent,61
NA-154,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-154,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-154,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-154,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-154,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-154,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-154,Pir Abdur Rehman,Independent,265
NA-154,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-154,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-154,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-155,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-155,Akram Khan,Independent,182
NA-155,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-155,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-155,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-155,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-155,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-155,Hidayatullah Khan Afridi Advocate,Independent,61
NA-155,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-155,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-155,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-155,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-155,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-155,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-155,Pir Abdur Rehman,Independent,265
NA-155,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-155,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-155,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-156,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-156,Akram Khan,Independent,182
NA-156,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-156,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-156,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-156,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-156,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-156,Hidayatullah Khan Afridi Advocate,Independent,61
NA-156,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-156,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-156,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-156,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-156,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-156,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-156,Pir Abdur Rehman,Independent,265
NA-156,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-156,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-156,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-157,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-157,Akram Khan,Independent,182
NA-157,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-157,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-157,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-157,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-157,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-157,Hidayatullah Khan Afridi Advocate,Independent,61
NA-157,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-157,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-157,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-157,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-157,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-157,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-157,Pir Abdur Rehman,Independent,265
NA-157,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-157,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-157,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-158,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-158,Akram Khan,Independent,182
NA-158,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-158,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-158,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-158,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-158,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-158,Hidayatullah Khan Afridi Advocate,Independent,61
NA-158,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-158,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-158,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-158,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-158,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-158,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-158,Pir Abdur Rehman,Independent,265
NA-158,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-158,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-158,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-159,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-159,Akram Khan,Independent,182
NA-159,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-159,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-159,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-159,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-159,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-159,Hidayatullah Khan Afridi Advocate,Independent,61
NA-159,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-159,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-159,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-159,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-159,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-159,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-159,Pir Abdur Rehman,Independent,265
NA-159,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-159,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-159,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-160,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-160,Akram Khan,Independent,182
NA-160,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-160,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-160,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-160,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-160,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-160,Hidayatullah Khan Afridi Advocate,Independent,61
NA-160,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-160,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-160,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-160,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-160,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-160,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-160,Pir Abdur Rehman,Independent,265
NA-160,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-160,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-160,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-161,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-161,Akram Khan,Independent,182
NA-161,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-161,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-161,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-161,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-161,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-161,Hidayatullah Khan Afridi Advocate,Independent,61
NA-161,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-161,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-161,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-161,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-161,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-161,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-161,Pir Abdur Rehman,Independent,265
NA-161,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-161,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-161,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-162,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-162,Akram Khan,Independent,182
NA-162,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-162,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-162,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-162,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-162,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-162,Hidayatullah Khan Afridi Advocate,Independent,61
NA-162,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-162,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-162,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-162,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-162,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-162,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-162,Pir Abdur Rehman,Independent,265
NA-162,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-162,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-162,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-163,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-163,Akram Khan,Independent,182
NA-163,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-163,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-163,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-163,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-163,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-163,Hidayatullah Khan Afridi Advocate,Independent,61
NA-163,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-163,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-163,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-163,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-163,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-163,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-163,Pir Abdur Rehman,Independent,265
NA-163,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-163,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-163,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-164,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-164,Akram Khan,Independent,182
NA-164,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-164,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-164,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-164,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-164,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-164,Hidayatullah Khan Afridi Advocate,Independent,61
NA-164,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-164,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-164,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-164,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-164,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-164,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-164,Pir Abdur Rehman,Independent,265
NA-164,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-164,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-164,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-165,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-165,Akram Khan,Independent,182
